trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,rt_perfnow,exp,subjectId,date
27,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 27, 'loaded': True, 'loadedTime': 290181.90000009537, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 8.18}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 27, 'loaded': True, 'loadedTime': 290190.2999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 8.14}]",290180.90000009537,1669842378352,chickenfingers,cocktailshrimp,8.18,8.14,-0.03999999999999915,chickenfingers,u,1578.0999999046326,1580,True,292267.60000014305,2086.7000000476837,1669842380439,2087,,1579.3999998569489,HRV,HRV_0299,2022-11-30 21:11:07
28,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 28, 'loaded': True, 'loadedTime': 292270.7999999523, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 3.22}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 28, 'loaded': True, 'loadedTime': 292273, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 8.14}]",292268.40000009537,1669842380440,shreddedwheatwithmilk,cocktailshrimp,3.22,8.14,4.92,cocktailshrimp,i,1246.0999999046326,1247,True,294028.40000009537,1760.0,1669842382200,1760,,1246.7999999523163,HRV,HRV_0299,2022-11-30 21:11:07
29,"[{'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 29, 'loaded': True, 'loadedTime': 294031.2999999523, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 10}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 29, 'loaded': True, 'loadedTime': 294033.2999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 8.43}]",294029.2000000477,1669842382201,steak,strawberries,10.0,8.43,-1.5700000000000003,strawberries,i,1030,1030,True,295571.5,1542.2999999523163,1669842383743,1542,,1030.5999999046326,HRV,HRV_0299,2022-11-30 21:11:07
30,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 30, 'loaded': True, 'loadedTime': 295574.2000000477, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 6.75}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 30, 'loaded': True, 'loadedTime': 295578, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 7.84}]",295572.10000014305,1669842383744,corn cob,mac & cheese,6.75,7.84,1.0899999999999999,corn cob,u,1495.0999999046326,1496,True,297586.90000009537,2014.7999999523163,1669842385758,2014,,1496.0,HRV,HRV_0299,2022-11-30 21:11:07
31,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 31, 'loaded': True, 'loadedTime': 297590.2999999523, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 3.64}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 31, 'loaded': True, 'loadedTime': 297592.7000000477, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 0.94}]",297588.0,1669842385760,mango,pear,3.64,0.94,-2.7,pear,i,1495.4000000953674,1496,True,299590.10000014305,2002.1000001430511,1669842387762,2002,,1495.9000000953674,HRV,HRV_0299,2022-11-30 21:11:07
32,"[{'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 32, 'loaded': True, 'loadedTime': 299595.90000009537, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 10}, {'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 32, 'loaded': True, 'loadedTime': 299600.10000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 9}]",299590.90000009537,1669842387762,steak,burrito,10.0,9.0,-1.0,steak,u,1143.5,1145,True,301242.90000009537,1652.0,1669842389414,1652,,1144.7999999523163,HRV,HRV_0299,2022-11-30 21:11:07
33,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 33, 'loaded': True, 'loadedTime': 301249.90000009537, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 5.89}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 33, 'loaded': True, 'loadedTime': 301252.10000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 9.71}]",301243.7999999523,1669842389415,ice cream sundae 002,grilled chicken strips,5.89,9.71,3.820000000000001,grilled chicken strips,i,942.6000001430511,943,True,302707.5,1463.7000000476837,1669842390879,1464,,943.3000001907349,HRV,HRV_0299,2022-11-30 21:11:07
34,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 34, 'loaded': True, 'loadedTime': 302721.60000014305, 'positionName': 'LEFT', 'positionCoords': [409.36, 180], 'bid': 8.18}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 34, 'loaded': True, 'loadedTime': 302724.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 181], 'bid': 7.48}]",302708.5,1669842390879,rigatoni and sauce,turkey sandwich,8.18,7.48,-0.6999999999999993,turkey sandwich,i,1486.7999999523163,1488,True,304712.7999999523,2004.2999999523163,1669842392884,2005,,1487.2999999523163,HRV,HRV_0299,2022-11-30 21:11:07
35,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 35, 'loaded': True, 'loadedTime': 304724.2000000477, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 6.3100000000000005}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 35, 'loaded': True, 'loadedTime': 304728.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 8.23}]",304714.10000014305,1669842392885,bagel plain,blueberries,6.3100000000000005,8.23,1.92,blueberries,i,946.7999999523163,948,True,306171.60000014305,1457.5,1669842394343,1458,,948.0999999046326,HRV,HRV_0299,2022-11-30 21:11:07
36,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 36, 'loaded': True, 'loadedTime': 306179.40000009537, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 3.22}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 36, 'loaded': True, 'loadedTime': 306184.40000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 2.33}]",306172.2999999523,1669842394343,shreddedwheatwithmilk,cheerios,3.22,2.33,-0.8900000000000001,shreddedwheatwithmilk,u,1138.9000000953674,1142,True,307828.0,1655.7000000476837,1669842395999,1656,,1141.6000001430511,HRV,HRV_0299,2022-11-30 21:11:07
37,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 37, 'loaded': True, 'loadedTime': 307841.7999999523, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 6.22}, {'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 37, 'loaded': True, 'loadedTime': 307844.7999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 6.5}]",307828.60000014305,1669842396000,bagel and cc,banana,6.22,6.5,0.28000000000000025,bagel and cc,u,1169.5,1171,True,309502.0,1673.3999998569489,1669842397673,1673,,1171.5,HRV,HRV_0299,2022-11-30 21:11:07
38,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 38, 'loaded': True, 'loadedTime': 309506.2999999523, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 6.75}, {'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 38, 'loaded': True, 'loadedTime': 309510.90000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 181], 'bid': 8.88}]",309502.7000000477,1669842397674,corn cob,mashed potato,6.75,8.88,2.130000000000001,mashed potato,i,995.7999999523163,996,True,311022.60000014305,1519.9000000953674,1669842399194,1520,,996.2999999523163,HRV,HRV_0299,2022-11-30 21:11:07
39,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 39, 'loaded': True, 'loadedTime': 311036.40000009537, 'positionName': 'LEFT', 'positionCoords': [408.36, 180.5], 'bid': 1.05}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 39, 'loaded': True, 'loadedTime': 311042.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 181], 'bid': 4.6000000000000005}]",311026.10000014305,1669842399197,hashbrowns,avocado,1.05,4.6000000000000005,3.5500000000000007,avocado,i,1688.7999999523163,1689,True,313228.7000000477,2202.5999999046326,1669842401400,2203,,1689.3999998569489,HRV,HRV_0299,2022-11-30 21:11:07
40,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 40, 'loaded': True, 'loadedTime': 313233, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 4.1}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 40, 'loaded': True, 'loadedTime': 313234.90000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 4.37}]",313229.5,1669842401401,raisin bran w milk,cherry tomato,4.1,4.37,0.27000000000000046,raisin bran w milk,u,1052.7999999523163,1053,True,314803.0,1573.5,1669842402974,1573,,1053.4000000953674,HRV,HRV_0299,2022-11-30 21:11:07
41,"[{'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 41, 'loaded': True, 'loadedTime': 314825.2999999523, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 5.54}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 41, 'loaded': True, 'loadedTime': 314839, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 9.07}]",314803.7999999523,1669842402975,veggieswithdip,baked potato,5.54,9.07,3.5300000000000002,baked potato,i,1110.9000000953674,1113,True,316434.7999999523,1631.0,1669842404606,1631,,1113.4000000953674,HRV,HRV_0299,2022-11-30 21:11:07
42,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 42, 'loaded': True, 'loadedTime': 316439.2999999523, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 6.59}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 42, 'loaded': True, 'loadedTime': 316441.2999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 6.91}]",316436.7000000477,1669842404608,blackbeanswithrice,rigatoni,6.59,6.91,0.3200000000000003,blackbeanswithrice,u,1171.9000000953674,1172,True,318135.2999999523,1698.5999999046326,1669842406306,1698,,1172.5,HRV,HRV_0299,2022-11-30 21:11:07
43,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 43, 'loaded': True, 'loadedTime': 318142.90000009537, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 8.23}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 43, 'loaded': True, 'loadedTime': 318174.2999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 3.69}]",318136.0,1669842406307,blueberries,granola w milk,8.23,3.69,-4.540000000000001,blueberries,u,903,904,True,319572.10000014305,1436.1000001430511,1669842407743,1436,,904.4000000953674,HRV,HRV_0299,2022-11-30 21:11:07
44,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 44, 'loaded': True, 'loadedTime': 319579.90000009537, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 8.88}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 44, 'loaded': True, 'loadedTime': 319585, 'positionName': 'RIGHT', 'positionCoords': [887.64, 181], 'bid': 7.54}]",319574.5,1669842407745,mashed potato,turkeysandwich,8.88,7.54,-1.3400000000000007,mashed potato,u,1910.5,1912,True,322003.60000014305,2429.100000143051,1669842410175,2430,,1911.2000000476837,HRV,HRV_0299,2022-11-30 21:11:07
45,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 45, 'loaded': True, 'loadedTime': 322016.5, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 6.75}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 45, 'loaded': True, 'loadedTime': 322039.90000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 0.94}]",322004.2000000477,1669842410175,corn cob,pear,6.75,0.94,-5.8100000000000005,corn cob,u,1454.0999999046326,1456,True,323982.60000014305,1978.4000000953674,1669842412154,1979,,1455.9000000953674,HRV,HRV_0299,2022-11-30 21:11:07
46,"[{'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 46, 'loaded': True, 'loadedTime': 324005.10000014305, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 7.54}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 46, 'loaded': True, 'loadedTime': 324005.7000000477, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 7.84}]",323987.60000014305,1669842412159,turkeysandwich,mac & cheese,7.54,7.84,0.2999999999999998,turkeysandwich,u,1471,1475,True,325977.0,1989.3999998569489,1669842414148,1989,,1474.8999998569489,HRV,HRV_0299,2022-11-30 21:11:07
47,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 47, 'loaded': True, 'loadedTime': 325984.40000009537, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 3.69}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 47, 'loaded': True, 'loadedTime': 325987.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 3.75}]",325977.60000014305,1669842414149,granola w milk,Tribe humus pita,3.69,3.75,0.06000000000000005,granola w milk,u,1342.5,1343,True,327830.60000014305,1853.0,1669842416002,1853,,1343.1999998092651,HRV,HRV_0299,2022-11-30 21:11:07
48,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 48, 'loaded': True, 'loadedTime': 327837.7999999523, 'positionName': 'LEFT', 'positionCoords': [408.36, 180.5], 'bid': 1.05}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 48, 'loaded': True, 'loadedTime': 327844.2000000477, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 6.91}]",327831.60000014305,1669842416003,hashbrowns,rigatoni,1.05,6.91,5.86,rigatoni,i,1141.5,1143,True,329478.60000014305,1647.0,1669842417650,1647,,1143.0999999046326,HRV,HRV_0299,2022-11-30 21:11:07
49,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 49, 'loaded': True, 'loadedTime': 329482.5, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 0.15}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 49, 'loaded': True, 'loadedTime': 329484.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 2.33}]",329479.40000009537,1669842417650,sushi w_condiments,cheerios,0.15,2.33,2.18,cheerios,i,1172.3999998569489,1173,True,331167.60000014305,1688.2000000476837,1669842419339,1689,,1173.0,HRV,HRV_0299,2022-11-30 21:11:07
50,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 50, 'loaded': True, 'loadedTime': 331175.60000014305, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 7.3}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 50, 'loaded': True, 'loadedTime': 331178.90000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 6.91}]",331168.2000000477,1669842419339,sweetpotato,rigatoni,7.3,6.91,-0.3899999999999997,sweetpotato,u,1168.2999999523163,1169,True,332857.60000014305,1689.4000000953674,1669842421029,1690,,1168.9000000953674,HRV,HRV_0299,2022-11-30 21:11:07
51,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 51, 'loaded': True, 'loadedTime': 332860.2999999523, 'positionName': 'LEFT', 'positionCoords': [410.36, 180.5], 'bid': 2.33}, {'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 51, 'loaded': True, 'loadedTime': 332863.2999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 4.1}]",332858.2999999523,1669842421029,cheerios,raisin bran w milk,2.33,4.1,1.7699999999999996,raisin bran w milk,i,1139.8000001907349,1141,True,334513.10000014305,1654.8000001907349,1669842422684,1655,,1141.0,HRV,HRV_0299,2022-11-30 21:11:07
52,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 52, 'loaded': True, 'loadedTime': 334529.7999999523, 'positionName': 'LEFT', 'positionCoords': [410.36, 180.5], 'bid': 1.35}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 52, 'loaded': True, 'loadedTime': 334537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 1.05}]",334514.60000014305,1669842422686,apple slices,hashbrowns,1.35,1.05,-0.30000000000000004,apple slices,u,1600.7999999523163,1602,True,336626.7999999523,2112.199999809265,1669842424798,2112,,1601.8999998569489,HRV,HRV_0299,2022-11-30 21:11:07
53,"[{'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 53, 'loaded': True, 'loadedTime': 336633.10000014305, 'positionName': 'LEFT', 'positionCoords': [410.36, 180.5], 'bid': 9.07}, {'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 53, 'loaded': True, 'loadedTime': 336643.7999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 7.95}]",336628.40000009537,1669842424799,baked potato,cherries,9.07,7.95,-1.12,baked potato,u,1204.3999998569489,1216,True,338349.90000009537,1721.5,1669842426521,1722,,1216.0,HRV,HRV_0299,2022-11-30 21:11:07
