trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
163,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 163, 'loaded': True, 'loadedTime': 5638, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 6.17}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 163, 'loaded': True, 'loadedTime': 4870, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 4.88}]",689982,1669831790743,sushi w_condiments,steak,6.17,4.88,-1.29,NaN,NaN,NaN,NaN,False,693992,4010,1669831794753,4010,,HRV,HRV_0126,2022-11-30 18:11:05
164,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 164, 'loaded': True, 'loadedTime': 5638, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 6.17}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 164, 'loaded': True, 'loadedTime': 5575, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 3.28}]",693992,1669831794753,sushi w_condiments,baked potato,6.17,3.28,-2.89,NaN,NaN,NaN,NaN,False,698107,4115,1669831798868,4115,,HRV,HRV_0126,2022-11-30 18:11:05
165,"[{'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 165, 'loaded': True, 'loadedTime': 5684, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 10}, {'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 165, 'loaded': True, 'loadedTime': 5623, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 8.96}]",698108,1669831798869,banana,ice cream sundae 002,10.0,8.96,-1.0399999999999991,NaN,NaN,NaN,NaN,False,702145,4037,1669831802906,4037,,HRV,HRV_0126,2022-11-30 18:11:05
166,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 166, 'loaded': True, 'loadedTime': 5825, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 6.19}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 166, 'loaded': True, 'loadedTime': 4978, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.4}]",702146,1669831802907,chickenfingers,cherry tomato,6.19,6.4,0.20999999999999996,NaN,NaN,NaN,NaN,False,706172,4026,1669831806933,4026,,HRV,HRV_0126,2022-11-30 18:11:05
167,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 167, 'loaded': True, 'loadedTime': 5950, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 8.78}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 167, 'loaded': True, 'loadedTime': 5872, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 9.82}]",706172,1669831806933,froot loops w milk,mango,8.78,9.82,1.040000000000001,NaN,NaN,NaN,NaN,False,710197,4025,1669831810958,4025,,HRV,HRV_0126,2022-11-30 18:11:05
168,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 168, 'loaded': True, 'loadedTime': 5856, 'positionName': 'LEFT', 'positionCoords': [82.52, 179], 'bid': 9.27}, {'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 168, 'loaded': True, 'loadedTime': 5424, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 8.22}]",710198,1669831810959,apple slices,corn cob,9.27,8.22,-1.049999999999999,NaN,NaN,NaN,NaN,False,714215,4017,1669831814976,4017,,HRV,HRV_0126,2022-11-30 18:11:05
169,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 169, 'loaded': True, 'loadedTime': 5684, 'positionName': 'LEFT', 'positionCoords': [81.52, 179.5], 'bid': 4.47}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 169, 'loaded': True, 'loadedTime': 5392, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 3.73}]",714217,1669831814978,omelette,chicken nuggets2,4.47,3.73,-0.7399999999999998,NaN,NaN,NaN,NaN,False,718253,4036,1669831819014,4036,,HRV,HRV_0126,2022-11-30 18:11:05
170,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 170, 'loaded': True, 'loadedTime': 5142, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 1.85}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 170, 'loaded': True, 'loadedTime': 5591, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 3.1}]",718253,1669831819014,bagel and cc,turkeysandwich,1.85,3.1,1.25,NaN,NaN,NaN,NaN,False,722274,4021,1669831823035,4021,,HRV,HRV_0126,2022-11-30 18:11:05
171,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 171, 'loaded': True, 'loadedTime': 5544, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 8.57}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 171, 'loaded': True, 'loadedTime': 5934, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 9.92}]",722275,1669831823036,raspberries,strawberries,8.57,9.92,1.3499999999999996,NaN,NaN,NaN,NaN,False,726304,4029,1669831827065,4029,,HRV,HRV_0126,2022-11-30 18:11:05
172,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 172, 'loaded': True, 'loadedTime': 5950, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 5.7}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 172, 'loaded': True, 'loadedTime': 5591, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 3.28}]",726314,1669831827075,blackbeanswithrice,baked potato,5.7,3.28,-2.4200000000000004,NaN,NaN,NaN,NaN,False,730333,4019,1669831831094,4019,,HRV,HRV_0126,2022-11-30 18:11:05
173,"[{'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 173, 'loaded': True, 'loadedTime': 5794, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 9.29}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 173, 'loaded': True, 'loadedTime': 5872, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 6.5600000000000005}]",730335,1669831831096,eggs,kiwi,9.29,6.5600000000000005,-2.7299999999999986,NaN,NaN,NaN,NaN,False,734364,4029,1669831835125,4029,,HRV,HRV_0126,2022-11-30 18:11:05
174,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 174, 'loaded': True, 'loadedTime': 4915, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 5.15}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 174, 'loaded': True, 'loadedTime': 5142, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 1.85}]",734365,1669831835126,fried eggs,bagel and cc,5.15,1.85,-3.3000000000000003,NaN,NaN,NaN,NaN,False,738392,4027,1669831839153,4027,,HRV,HRV_0126,2022-11-30 18:11:05
175,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 175, 'loaded': True, 'loadedTime': 5513, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 5.8}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 175, 'loaded': True, 'loadedTime': 4947, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 1.01}]",738392,1669831839153,hotdog w must,bagel plain,5.8,1.01,-4.79,NaN,NaN,NaN,NaN,False,742416,4024,1669831843177,4024,,HRV,HRV_0126,2022-11-30 18:11:05
176,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 176, 'loaded': True, 'loadedTime': 5731, 'positionName': 'LEFT', 'positionCoords': [81.52, 178.5], 'bid': 6.5}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 176, 'loaded': True, 'loadedTime': 5049, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 7.890000000000001}]",742417,1669831843178,rigatoni and sauce,lox,6.5,7.890000000000001,1.3900000000000006,NaN,NaN,NaN,NaN,False,746429,4012,1669831847190,4012,,HRV,HRV_0126,2022-11-30 18:11:05
177,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 177, 'loaded': True, 'loadedTime': 5919, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 8.82}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 177, 'loaded': True, 'loadedTime': 5950, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.78}]",746429,1669831847190,avocado,froot loops w milk,8.82,8.78,-0.040000000000000924,NaN,NaN,NaN,NaN,False,750459,4030,1669831851220,4030,,HRV,HRV_0126,2022-11-30 18:11:05
178,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 178, 'loaded': True, 'loadedTime': 5142, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 1.85}, {'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 178, 'loaded': True, 'loadedTime': 5684, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 4.47}]",750460,1669831851221,bagel and cc,omelette,1.85,4.47,2.6199999999999997,NaN,NaN,NaN,NaN,False,754478,4018,1669831855239,4018,,HRV,HRV_0126,2022-11-30 18:11:05
179,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 179, 'loaded': True, 'loadedTime': 5252, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 4.92}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 179, 'loaded': True, 'loadedTime': 5575, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 3.28}]",754478,1669831855239,burger,baked potato,4.92,3.28,-1.6400000000000001,NaN,NaN,NaN,NaN,False,758501,4023,1669831859262,4023,,HRV,HRV_0126,2022-11-30 18:11:05
